honorario_id,cliente_id,numero_processo,valor_total_contratado,n_parcelas,parcelas_pagas,valor_pago,valor_em_aberto,data_contrato,data_vencimento,forma_pagamento,honorario_exito,percentual_exito,status_pagamento
785,424,7786207-82.2024.2.92.5696,63421.49,10,3,19026.45,44395.05,2025-12-06,2024-02-10,boleto,sim,,em dia
786,617,7486138-99.2020.5.81.4332,"R$ 44.640,76",3,1,14880.25,"R$ 29.760,50",21/04/2021,29 de março de 2027,PIX,não,0.25,Em Dia
787,553,2660213-63.2022.6.50.8366,13582.99,11,7,"8643,74",4939.28,3 de fevereiro de 2022,18/09/24,TED,não,23%,atrasado
788,382,1273300-90.2024.2.80.7378,32102.16,8,4,16051.08,"16051,08",2023-02-14,05/12/25,PIX,não,,quitado
789,929,6547287-16.2023.4.15.7491,9015.41,11,3,"R$ 2.458,74",6556.64,2021-07-14,18 de junho de 2026,boleto,S,15%,
790,146,5432782-56.2021.2.97.6240,62996.66,5,5,62996.65,0.00,2021-02-22,2024-09-26,Boleto,N,0.12,
791,1491,6927716-18.2022.9.56.1445,"R$ 27.471,71",12,4,9157.24,,24/08/25,04/11/2024,PIX,,25%,atrasado
792,1445,6944389-98.2023.1.72.8245,"69280,76",5,1,"R$ 13.856,15",55424.60,2021-03-26,2025-10-08,TED,nao,,quitado
793,1471,2231929-89.2024.6.41.5461,"11088,91",12,0,0.00,11088.96,4 de agosto de 2023,2024-10-02,Boleto,sim,15%,em dia
794,1422,3821719-15.2025.2.86.2518,5487.65,4,0,0.00,5487.64,2021-06-03,18 de novembro de 2024,transferência,,0.20,Em Dia
795,904,6935346-77.2024.3.52.9529,8006.74,9,3,2668.92,5337.84,22 de janeiro de 2023,16/03/2024,boleto,N,15%,quitado
796,80,7724543-49.2023.9.44.7412,"R$ 11.160,31",4,3,"8370,24",2790.08,07/02/2024,29/12/25,pix,nao,0.20,
797,366,6267378-50.2021.9.19.9923,18885.14,6,3,9442.56,"9442,56",21 de março de 2022,2026-05-21,PIX,,15%,ATRASADO
798,692,7633905-83.2022.9.95.2309,"R$ 73.731,21",12,5,"R$ 30.721,35",43009.89,22/08/2021,14/09/26,TED,não,,
799,1143,2328070-99.2024.8.57.5561,26257.03,3,0,0.00,26257.02,2023-01-19,24/10/2026,TED,N,,quitado
800,1366,1248003-72.2024.2.80.8472,78043.30,2,0,"R$ 0,00",77543.70,3 de março de 2022,18/03/25,pix,não,,em dia
801,1050,7115217-41.2025.1.67.7692,47365.22,1,0,0.00,47365.22,5 de abril de 2021,31/07/25,PIX,S,,quitado
802,1478,9636371-69.2025.8.67.4068,35681.02,9,6,23787.36,11893.68,09/03/21,2 de julho de 2024,PIX,não,0.21,ATRASADO
803,14,7224257-29.2020.8.88.9110,72963.98,6,5,60803.30,12160.66,14/04/2021,7 de junho de 2027,transferência,não,20,Em Dia
804,1121,2997279-67.2024.9.84.1441,60547.05,1,0,0,60547.05,30/06/2025,22/12/26,TED,,20,quitado
805,690,9110060-16.2025.2.29.4716,49540.12,1,1,49540.12,0.00,27/05/22,2025-05-25,PIX,Sim,15%,ATRASADO
806,507,6779292-61.2021.4.86.2783,45646.18,5,2,18258.48,27387.72,12/05/2022,10/01/2026,TED,sim,0.26,
807,625,9071705-28.2021.9.78.4746,75864,11,0,0.00,75864.03,2023-11-04,30/10/26,transferência,N,20,quitado
808,1164,9885734-21.2023.9.74.3450,71198.71,10,9,64078.83,7119.87,2021-10-04,07/06/24,transferência,nao,0.22,Em Dia
809,986,6101036-60.2022.7.49.3295,55010.36,9,4,24449.04,"30561,3",24 de abril de 2021,23/12/2024,TED,nao,0.28,
810,366,1445483-93.2023.1.61.7357,"48357,45",11,3,13188.39,35169.04,14 de maio de 2020,17/02/26,TED,N,0.14,quitado
811,88,1602496-64.2022.5.79.8340,55282.71,1,1,55282.71,0.00,2023-03-22,2026-05-27,PIX,não,20,ATRASADO
812,1254,5755257-93.2020.8.44.2882,"R$ 78.076,83",3,2,52051.22,"26025,61",2020-10-23,28 de novembro de 2025,Boleto,N,,em dia
813,111,9885734-21.2023.9.74.3450,34093.51,1,0,0.00,34093.51,31 de agosto de 2021,31/08/25,PIX,não,20,em dia
814,308,9252661-70.2020.1.46.1185,59983.06,5,0,0.00,59983.05,02/12/25,13/04/25,transferência,nao,,
815,192,5661974-14.2020.6.39.3137,72873.61,3,0,0.00,72790.21,17/05/2022,2027-05-31,Boleto,N,20,quitado
816,627,6339266-27.2025.5.15.6766,3888.12,5,2,"R$ 1.555,24","R$ 1.869,34",01/11/23,2024-06-02,PIX,Sim,,
817,1401,2191287-57.2021.1.18.8228,15666.80,8,0,0.00,"15666,8",14/10/2023,24/08/2024,TED,N,16%,quitado
818,1283,1784068-27.2021.3.12.2538,74563.67,11,2,13557.04,61006.68,22 de abril de 2023,13/06/24,Boleto,,20,quitado
819,875,6982910-41.2023.8.91.8758,75934.21,7,6,65086.44,10847.74,25 de maio de 2020,09/01/2026,transferência,nao,,
820,162,3242098-97.2025.4.44.9916,"32911,26",8,7,28797.37,"R$ 4.113,91",2025-04-14,04/08/25,PIX,nao,24%,quitado
821,1356,8886588-26.2020.9.65.6361,"70314,94",2,2,"70314,94",0,25/06/25,2027-01-06,boleto,nao,20,quitado
822,1007,2267110-24.2021.5.78.6025,"R$ 25.837,83",5,1,"R$ 5.167,57",,16 de julho de 2021,19/03/24,transferência,N,27%,Em Dia
823,775,3260101-88.2022.8.37.9169,68222.25,2,2,68222.24,0.00,2020-12-04,01/02/2025,pix,,20,
824,328,3675188-38.2025.9.53.3305,27565.72,11,8,20047.76,7517.91,2022-11-01,26 de junho de 2024,PIX,não,26%,quitado
825,462,4584224-94.2025.2.57.2511,12495.21,10,3,"R$ 3.748,56","8746,64",2023-11-25,2025-12-08,PIX,sim,15%,em dia
826,1342,9970343-38.2020.5.18.4483,63159.62,12,5,26316.50,,22 de março de 2022,01/07/24,TED,nao,,
827,954,7862554-22.2024.7.83.6459,"R$ 47.381,61",6,5,39484.70,7896.94,22 de setembro de 2020,01/01/24,PIX,N,15%,Em Dia
828,357,6101036-60.2022.7.49.3295,76759.90,11,5,34890.85,42076.74,15/12/2025,9 de outubro de 2025,Boleto,sim,15%,em dia
829,937,7749444-78.2021.1.20.8763,"3727,15",1,0,0.00,"R$ 3.727,15",30/08/20,8 de maio de 2024,transferência,nao,0.17,quitado
830,41,7381740-86.2021.2.88.6570,"R$ 15.779,65",10,7,11045.72,4733.88,2024-05-22,09/05/27,Boleto,não,15%,atrasado
831,1240,3263740-44.2022.3.81.5402,19110.45,7,3,"R$ 8.190,18","R$ 10.920,24",26 de abril de 2022,14 de julho de 2024,Boleto,Sim,20,quitado
832,204,7633905-83.2022.9.95.2309,"6272,25",10,9,5645.07,627.23,27 de janeiro de 2020,2 de dezembro de 2024,TED,Sim,0.17,quitado
833,587,8843990-84.2020.6.68.3017,57472.43,10,10,57472.40,0.00,18/09/24,22/10/26,PIX,Sim,,Em Dia
834,843,5422047-80.2024.8.62.4364,26332.75,9,8,23406.88,3090.71,26/01/26,29/03/27,PIX,sim,,atrasado
835,848,6476769-27.2021.5.22.2570,75313.10,4,1,18828.28,56484.84,23/01/2026,2025-12-17,PIX,sim,,quitado
836,442,1411065-96.2022.9.64.8271,"48024,41",3,0,0.00,48024.42,1 de janeiro de 2026,14 de maio de 2027,pix,nao,0.22,quitado
837,1398,1272937-41.2023.5.75.9958,56620.97,11,6,30884.16,"25736,8",2020-01-11,28 de maio de 2026,PIX,N,18%,quitado
838,897,4061044-97.2023.7.99.3676,51015.33,3,0,0.00,50572.36,10 de março de 2021,8 de março de 2027,pix,N,0.24,quitado
839,1166,5786762-52.2021.9.21.3037,56265.56,8,0,0.00,56265.52,03/03/2026,11/03/2025,transferência,Sim,,quitado
840,418,5545511-73.2023.1.66.9757,"47039,03",11,6,"25657,68",21381.40,25/03/20,3 de dezembro de 2026,TED,N,0.16,atrasado
841,1080,4131852-60.2020.1.89.9739,"R$ 74.623,96",3,1,24874.65,"R$ 49.749,30",2021-11-15,2027-06-05,TED,N,,Em Dia
842,1444,4961530-22.2021.4.22.6290,57766.31,9,7,"R$ 44.929,36",12836.96,2020-06-01,2025-12-01,Boleto,S,20,atrasado
843,1287,7626521-25.2020.9.17.3305,75260.07,8,3,28222.53,47037.55,13/09/2022,11/06/2026,TED,nao,19%,em dia
844,1433,1024421-54.2022.9.20.2563,"7110,3",5,1,1422.06,"5688,24",2023-01-23,13 de novembro de 2026,Boleto,N,0.23,quitado
845,182,8749473-21.2020.4.12.9144,"71567,94",1,0,0.00,71567.94,04/03/26,28 de abril de 2024,PIX,nao,25%,quitado
846,662,3541821-31.2021.8.96.1927,11102.29,3,3,11102.28,"184,18",07/07/25,15/07/2026,pix,não,20,ATRASADO
847,8,3541821-31.2021.8.96.1927,8190.17,8,1,1023.77,,28/09/21,14/12/2026,boleto,,0.30,ATRASADO
848,564,7320713-89.2022.3.68.7881,9561.49,3,0,0.00,9561.48,15 de abril de 2023,14/11/24,Boleto,não,11%,atrasado
849,1049,8749473-21.2020.4.12.9144,30740.74,9,3,10246.92,20493.84,2020-09-21,29/05/26,TED,nao,,quitado
850,185,7222167-30.2022.8.44.7452,30477.24,8,3,11428.98,"R$ 19.048,30",2021-12-29,19 de julho de 2026,pix,N,15%,quitado
851,253,4938178-62.2020.7.27.6072,35686.84,5,3,21412.11,14274.74,23/10/22,2024-09-18,PIX,N,0.11,atrasado
852,1448,1742202-63.2023.6.68.9372,13235.85,5,1,2647.17,10588.68,5 de fevereiro de 2021,22 de maio de 2026,pix,Sim,18%,em dia
853,591,4084503-92.2025.8.90.5515,"R$ 26.673,49",9,9,26673.48,0,3 de julho de 2023,19/07/26,PIX,sim,13%,
854,1361,4452862-76.2021.3.27.3238,"R$ 35.720,84",12,2,5953.48,29767.40,2024-04-22,01/09/2024,Boleto,não,0.14,quitado
855,483,5112941-62.2021.1.89.5887,22626.52,12,0,0.00,22626.48,14 de setembro de 2022,2026-11-16,boleto,sim,15%,em dia
856,1045,5867457-18.2023.9.16.7298,42256.21,1,1,"R$ 42.256,21",0.00,21/05/24,03/03/2027,transferência,nao,0.19,quitado
857,708,5289264-48.2020.4.41.6347,70369.94,7,4,40211.40,,2020-11-02,20/05/24,transferência,N,,
858,483,2129757-49.2025.4.14.5657,9359.06,6,0,0.00,"9359,04",3 de março de 2021,24/01/2027,pix,não,,
859,537,9302979-43.2025.9.68.7487,17764.41,8,5,"R$ 11.102,75",6661.65,23/03/2021,20/04/2027,TED,não,20,
860,1004,5850223-43.2020.3.81.3185,"63041,43",10,8,"R$ 50.433,12",12608.28,2022-10-12,13 de abril de 2024,transferência,Sim,23%,ATRASADO
861,735,9835331-11.2022.6.15.8602,75884.92,9,3,"R$ 25.294,98",50589.96,21/04/2020,25/08/25,pix,não,15%,ATRASADO
862,142,3418432-84.2025.3.59.5858,"R$ 31.854,96",3,0,0,31854.96,26 de agosto de 2024,24 de setembro de 2024,transferência,não,20,quitado
863,830,4180949-86.2020.3.26.7593,51110.28,4,0,0.00,"R$ 51.110,28",2020-12-03,2025-07-16,PIX,N,15%,em dia
864,550,2100417-68.2021.7.29.9662,"24286,87",9,1,2698.54,21588.32,29 de setembro de 2025,17/11/26,pix,nao,,ATRASADO
865,833,9835331-11.2022.6.15.8602,54357.69,1,0,0.00,"R$ 54.357,69",16/06/2025,2025-05-30,boleto,não,25%,quitado
866,668,3975387-89.2023.4.55.7631,26223.68,10,1,2622.37,23601.33,02/06/20,26/01/27,Boleto,,11%,Em Dia
867,196,8066975-72.2023.7.26.7675,36783.59,1,0,0.00,36783.59,31/01/23,11/02/24,TED,Sim,15%,
868,416,2328070-99.2024.8.57.5561,"R$ 5.349,60",11,2,972.66,4376.97,2023-05-18,28/12/25,TED,,,quitado
869,859,9086174-80.2025.1.81.3292,13648.32,4,0,0.00,13648.32,3 de agosto de 2021,2024-01-02,TED,S,20,atrasado
870,1450,6260319-38.2024.8.96.1114,25925.59,12,5,10802.35,15123.29,26/05/2023,18/07/2024,boleto,nao,15%,em dia
871,352,9110060-16.2025.2.29.4716,"R$ 12.079,15",11,8,8784.80,"R$ 3.294,30",12/02/24,2025-12-14,pix,,15%,quitado
872,1326,5747786-52.2023.7.30.3750,35433.04,2,1,"R$ 17.716,52","17716,52",23/06/2022,31 de março de 2026,boleto,nao,11%,ATRASADO
873,1144,1664676-19.2021.8.64.4616,"R$ 78.998,79",8,4,39499.40,39499.40,29 de dezembro de 2025,06/09/2025,Boleto,Sim,25%,Em Dia
874,213,4064382-39.2022.4.13.8937,30606.46,5,5,"30606,45",56.07,04/07/2023,13 de abril de 2024,Boleto,,,quitado
875,605,7979033-26.2021.6.18.1084,"R$ 43.887,46",6,6,43887.48,"R$ -176,91",20/04/24,13 de abril de 2026,Boleto,sim,,quitado
876,1424,5867457-18.2023.9.16.7298,58998.18,1,1,58998.18,-363.45,05/06/21,3 de maio de 2024,PIX,Sim,20,
877,63,1248003-72.2024.2.80.8472,30258.51,11,8,"22006,16","8252,31",21/03/2021,24/03/2025,boleto,não,20,quitado
878,189,1411065-96.2022.9.64.8271,"R$ 37.842,83",9,6,25228.56,"R$ 12.614,28",19 de abril de 2021,2024-12-27,PIX,N,20,ATRASADO
879,19,8905709-90.2020.9.55.2471,5519.86,4,2,2759.92,"R$ 2.759,92",2024-03-28,21 de abril de 2025,PIX,N,24%,em dia
880,916,4494463-44.2022.5.80.7542,47261.11,4,0,0.00,47261.12,24 de outubro de 2022,2026-06-14,PIX,nao,0.22,quitado
881,1451,8843990-84.2020.6.68.3017,78910.19,12,10,"65758,5","13151,7",2020-04-06,1 de junho de 2027,PIX,,,quitado
882,34,2895065-46.2022.7.67.1438,51421.34,7,7,51421.37,0.00,5 de setembro de 2024,2027-04-28,pix,S,15%,Em Dia
883,863,3754895-37.2021.6.18.8502,75599.28,10,4,30239.72,"R$ 45.359,58",25/04/2025,2026-03-05,Boleto,,0.25,em dia
884,898,7236875-79.2024.7.97.5566,9319.21,10,10,"R$ 9.319,20","R$ 0,00",20/05/23,2024-10-31,boleto,não,0.17,quitado
885,486,3306375-34.2024.9.48.9154,61694.67,3,2,41129.78,20564.89,02/06/21,26 de julho de 2025,boleto,N,20,
886,1355,8530609-10.2021.5.41.7151,"66609,36",12,6,"R$ 33.304,68",33304.68,15/05/22,07/04/26,boleto,Sim,15%,em dia
887,1110,4961530-22.2021.4.22.6290,76568.33,5,3,45941.01,30627.34,25 de novembro de 2023,07/08/2024,PIX,nao,,Em Dia
888,1222,6334947-38.2020.4.71.6173,41282.41,1,0,0.00,"41050,07",2020-03-08,15 de março de 2027,TED,não,0.22,
889,404,8843990-84.2020.6.68.3017,34795.74,9,3,11598.57,23197.14,14 de fevereiro de 2024,22/09/25,PIX,,0.19,quitado
890,769,3542799-64.2025.6.13.7299,39415.39,9,2,"R$ 8.758,98",30656.43,08/01/26,11 de outubro de 2026,Boleto,não,19%,ATRASADO
891,557,7724543-49.2023.9.44.7412,31563.73,3,2,21042.48,10521.24,20 de maio de 2023,13 de agosto de 2024,PIX,sim,25%,atrasado
892,1197,9168044-67.2022.1.26.3054,55169.48,10,7,"38618,65","R$ 16.550,85",29/09/23,14/02/2026,boleto,N,,ATRASADO
893,611,9086174-80.2025.1.81.3292,24846.92,12,9,"R$ 18.635,22",6211.74,01/08/24,13 de janeiro de 2027,TED,Sim,20,quitado
894,936,2186433-37.2022.2.12.4344,"R$ 61.063,53",10,6,"36638,100000000006",24425.40,2 de novembro de 2023,2024-03-22,Boleto,nao,,quitado
895,732,4061044-97.2023.7.99.3676,39435.06,2,0,0.00,"R$ 39.435,06",09/10/21,2026-07-06,TED,Sim,0.22,quitado
896,1331,1615190-23.2022.2.42.6238,53382.52,11,3,14558.88,38823.68,2024-12-07,14/07/2025,pix,Sim,20,quitado
897,1282,9953454-93.2020.2.52.5723,28476.96,1,0,0.00,28476.96,21 de maio de 2023,2026-12-30,transferência,,18%,quitado
898,644,5953905-94.2022.5.44.3245,71577.32,6,6,71577.30,0.00,19 de agosto de 2021,01/05/27,TED,sim,23%,ATRASADO
899,1416,3724721-44.2021.9.75.5553,"R$ 62.109,78",9,3,20703.27,"R$ 41.406,54",18/03/2022,11/11/2024,PIX,,0.27,quitado
900,1156,8066975-72.2023.7.26.7675,63623.58,8,0,0.00,63623.60,05/11/24,2024-11-05,boleto,Sim,19%,quitado
901,1250,7789809-22.2020.1.73.9031,"R$ 43.049,63",9,7,"R$ 33.483,03",9566.58,17/08/24,2027-01-22,PIX,S,15%,em dia
902,1251,7381740-86.2021.2.88.6570,41553.50,5,5,41553.50,"R$ 0,00",14/10/20,21/06/24,pix,sim,,quitado
903,620,7381740-86.2021.2.88.6570,23658.79,12,1,1971.57,21687.27,23/03/24,01/04/2024,boleto,,,ATRASADO
904,1263,7553290-31.2023.9.36.9282,"R$ 65.886,91",2,2,65886.92,-359.16,11 de setembro de 2025,26/12/2024,pix,N,,atrasado
905,800,5035093-45.2021.1.27.3097,43285.72,10,2,8657.14,34628.56,10/02/2024,2027-05-27,transferência,nao,21%,quitado
906,448,4568537-97.2021.4.82.7633,54010.09,11,11,54010.11,0.00,30/01/24,16/01/27,pix,não,,Em Dia
907,987,5214684-96.2020.6.84.9986,42845.62,10,4,17138.24,"R$ 25.707,36",20/05/25,26/01/25,PIX,Sim,,ATRASADO
908,1316,7862554-22.2024.7.83.6459,54740.09,3,3,"R$ 54.740,10",0.00,2024-05-31,2024-08-01,PIX,,,ATRASADO
909,1395,7916680-90.2022.1.67.1785,65999.82,5,0,0.00,"R$ 66.156,90",20/01/22,25/11/26,transferência,Sim,20,
910,201,5947618-28.2023.6.53.6118,66558.27,11,3,18152.25,48406.00,2020-12-18,4 de julho de 2026,PIX,Sim,0.16,ATRASADO
911,615,5660649-86.2020.5.86.9291,75362.39,3,1,"R$ 25.120,80",50241.60,2020-04-12,2026-12-29,Boleto,S,20,
912,219,6160516-66.2024.5.17.7150,64728.68,1,1,64728.68,0.00,2020-08-18,2027-02-06,transferência,sim,,em dia
913,1287,3724721-44.2021.9.75.5553,18897.30,11,3,5153.82,13743.52,29 de agosto de 2021,20/09/2026,pix,N,0.18,em dia
914,1472,9666878-83.2023.6.29.9905,56893.17,6,0,0.00,56893.14,16/06/22,5 de julho de 2025,pix,,0.20,Em Dia
915,292,3510061-32.2020.9.13.4424,65790.27,11,1,5980.93,60057.20,2021-01-02,13 de setembro de 2026,transferência,N,20,
916,1059,1557680-16.2021.4.16.4031,36831.55,5,3,"22098,93",14732.62,21 de julho de 2021,18/04/26,PIX,N,20,ATRASADO
917,203,3750497-13.2024.6.65.9009,7427.02,12,11,6808.12,618.92,19/03/22,22 de maio de 2024,PIX,sim,0.24,Em Dia
918,756,5472823-70.2022.4.41.7624,78299.30,5,5,78299.30,0.00,23/03/2023,23/03/24,PIX,sim,15%,
919,891,8886588-26.2020.9.65.6361,7702.98,12,12,7702.92,0.00,02/12/24,2026-08-23,pix,,0.29,ATRASADO
920,801,3464073-25.2022.8.73.5075,20913.34,2,0,0.00,20913.34,02/09/2024,9 de fevereiro de 2025,pix,nao,,ATRASADO
921,650,1742202-63.2023.6.68.9372,75313.39,12,5,"R$ 31.380,60",43932.84,2021-01-09,26/07/2024,boleto,nao,20,quitado
922,564,5850223-43.2020.3.81.3185,5113.64,3,1,1704.55,"3409,1",07/02/2021,22/12/25,boleto,não,15%,
923,448,1614850-25.2020.8.85.3161,"R$ 26.816,07",11,4,"9751,28","R$ 17.064,74",9 de junho de 2021,07/09/2025,pix,Sim,15%,quitado
924,854,3585301-47.2021.7.73.3469,42023.82,2,1,21011.91,20898.00,20/01/2024,2024-04-02,transferência,Sim,0.23,quitado
925,768,9252661-70.2020.1.46.1185,48183.67,7,2,13766.76,34416.90,2024-03-17,21/06/2025,Boleto,nao,0.23,Em Dia
926,74,5545511-73.2023.1.66.9757,"69535,75",7,0,0.00,69535.76,2026-03-13,04/05/25,transferência,não,23%,em dia
927,1140,7136189-41.2024.2.60.1768,42549.20,3,2,"28366,14",14183.07,16/02/2022,21 de janeiro de 2024,pix,sim,18%,quitado
928,1103,3242098-97.2025.4.44.9916,"R$ 13.342,31",7,6,11436.24,1906.04,08/04/2020,2024-04-24,TED,S,0.12,
929,1122,4140100-24.2024.4.63.7178,57397.33,3,2,38264.88,19132.44,2026-02-15,2026-11-11,Boleto,S,20,em dia
930,1133,6528202-89.2025.3.17.9496,34572.77,11,11,34572.78,0.00,04/10/2023,17/05/2026,transferência,nao,,em dia
931,165,9489806-94.2021.2.55.9162,8252.32,7,6,7073.40,"1178,9",26 de fevereiro de 2021,2025-08-04,transferência,nao,20,
932,1463,1095980-10.2020.7.77.8313,68431.96,9,1,7603.55,60396.18,23/11/2022,27/03/2027,transferência,,,quitado
933,1098,5625093-80.2022.9.16.6618,32448,9,3,10815.99,"R$ 21.631,98",05/04/23,20 de fevereiro de 2025,Boleto,S,0.12,atrasado
934,1070,2869625-86.2025.7.14.5837,14396.58,4,0,"R$ 0,00",14396.56,19/06/25,19 de março de 2025,transferência,S,15%,Em Dia
935,183,9071705-28.2021.9.78.4746,22321.65,12,2,3720.28,18601.40,08/08/23,2026-06-20,Boleto,Sim,,Em Dia
936,867,2118934-75.2023.5.97.9563,37933.90,8,4,18966.96,18966.96,11/09/21,1 de janeiro de 2027,transferência,nao,,quitado
937,1117,3542616-60.2022.3.87.6536,23547.63,5,2,9419.06,14128.59,2023-11-19,2025-03-06,boleto,nao,,quitado
938,536,7722274-26.2024.9.14.7062,7857.46,12,12,7857.48,0.00,1 de julho de 2023,2025-11-11,boleto,Sim,20%,em dia
939,395,2118934-75.2023.5.97.9563,48761.68,7,2,13931.90,34829.75,20/08/24,29/03/26,transferência,nao,0.26,Em Dia
940,505,7687292-20.2021.4.85.7539,3295.30,5,4,2636.24,"659,06",2021-09-07,31/12/25,Boleto,N,15%,ATRASADO
941,1493,9214397-26.2023.4.18.6844,11693.02,3,0,0.00,,22/10/2025,27/12/24,pix,nao,0.11,quitado
942,19,5289264-48.2020.4.41.6347,56800.83,12,6,28400.40,28400.40,2023-11-20,14 de setembro de 2024,transferência,Sim,24%,quitado
943,453,4681694-71.2021.9.28.7350,"20103,75",12,0,0,20103.72,2024-11-14,2025-12-16,boleto,S,13%,atrasado
944,184,5991409-16.2021.8.44.1303,75727.95,10,6,45436.80,"30291,2",15 de janeiro de 2020,29/07/2025,PIX,N,,quitado
945,29,8714773-70.2022.9.65.8541,"76363,75",12,0,0,"76363,8",2022-06-07,3 de outubro de 2026,pix,,23%,em dia
946,570,2554938-48.2024.1.13.4544,20462.45,12,4,6820.80,14103.52,2024-11-26,2026-09-25,TED,,15%,quitado
947,881,5967836-10.2021.4.35.9671,15423.03,12,10,12852.50,"2570,5",16 de julho de 2021,18/02/25,pix,S,,
948,413,2186433-37.2022.2.12.4344,32618.32,8,2,8154.58,24463.74,2022-07-03,13/05/25,transferência,N,25%,atrasado
949,169,8677980-28.2024.9.94.6552,"R$ 39.753,61",9,5,22085.35,17668.28,2022-06-11,25/07/2025,pix,nao,15%,Em Dia
950,1109,2632721-15.2024.7.90.9593,21042.76,11,9,17216.82,3825.96,30/12/24,24 de janeiro de 2026,Boleto,,20,quitado
951,1076,9992831-61.2022.4.35.1469,34821.46,2,1,17410.73,"R$ 17.410,73",23 de março de 2020,28/02/2026,TED,sim,10%,quitado
952,913,7222167-30.2022.8.44.7452,26815.85,5,4,21452.68,5363.17,2025-07-18,2027-05-02,boleto,não,0.20,quitado
953,132,3464073-25.2022.8.73.5075,62763.99,11,4,22823.28,39940.74,5 de setembro de 2023,14/01/24,boleto,sim,12%,ATRASADO
954,1456,4563779-48.2023.2.87.9606,59131.04,8,1,"7391,38",,2020-11-24,3 de setembro de 2024,Boleto,,0.14,quitado
955,495,4090182-95.2021.1.57.7189,12045.55,12,3,3011.40,9034.20,2022-01-23,02/08/2025,transferência,S,,em dia
956,1332,7271178-97.2023.5.84.4243,"69500,01",7,7,69499.99,0.00,2020-07-11,5 de setembro de 2024,PIX,nao,,atrasado
957,1227,2129757-49.2025.4.14.5657,"R$ 26.628,41",9,4,11834.84,"14793,55",3 de julho de 2025,04/05/26,pix,S,20,atrasado
958,639,7722274-26.2024.9.14.7062,30831.03,11,11,30831.02,0.00,03/10/2021,18/07/26,Boleto,,12%,quitado
959,1132,1784068-27.2021.3.12.2538,26139.28,11,5,11881.50,14257.80,27/01/2024,11/12/26,pix,N,,quitado
960,304,7848147-32.2021.6.58.3528,75909.20,5,4,60727.36,15181.84,05/07/2021,2026-05-09,transferência,,20,quitado
961,283,8714773-70.2022.9.65.8541,"65395,66",2,0,0.00,65395.66,03/04/20,06/04/25,transferência,Sim,20,quitado
962,715,6944389-98.2023.1.72.8245,73867.15,4,3,"R$ 55.400,37",18466.79,11/04/2026,11/10/25,pix,sim,,ATRASADO
963,624,5483975-50.2024.8.92.4422,56849.20,6,0,0.00,56423.07,2024-03-08,02/08/2026,pix,N,0.23,Em Dia
964,944,1887163-62.2025.9.93.1037,5609.14,11,7,3569.44,"R$ 2.039,68",22 de novembro de 2022,17/06/2026,Boleto,nao,15%,ATRASADO
965,219,6034606-21.2023.6.18.6684,45192.19,9,8,"R$ 40.170,80",5021.35,05/12/23,2025-03-15,transferência,sim,20,quitado
966,1349,6260319-38.2024.8.96.1114,67242.85,11,10,61129.90,6112.99,2021-08-16,03/04/24,TED,Sim,13%,quitado
967,814,5422047-80.2024.8.62.4364,8256.01,12,1,688.00,7568.00,21 de julho de 2022,4 de janeiro de 2027,pix,não,20,quitado
968,355,5545511-73.2023.1.66.9757,"R$ 8.713,97",3,0,0.00,8713.98,28/03/22,02/10/2026,Boleto,não,11%,atrasado
969,1366,6935346-77.2024.3.52.9529,"54241,29",10,9,"48817,17",5424.13,1 de setembro de 2025,1 de janeiro de 2026,TED,Sim,0.25,ATRASADO
970,149,1974389-81.2024.5.57.9354,78751.33,10,4,31500.52,47250.78,01/12/25,17/12/26,pix,S,15%,quitado
971,871,1093623-59.2025.7.92.5441,22486.58,4,1,5621.65,"R$ 16.864,95",24/12/25,2024-12-13,transferência,N,12%,em dia
972,233,4601686-30.2021.5.52.7745,"R$ 18.452,68",8,2,4613.18,13839.54,25 de dezembro de 2021,24/12/25,pix,Sim,27%,quitado
973,1343,5159882-37.2022.9.71.7550,"70415,59",7,1,10059.37,"R$ 60.356,22",10 de março de 2026,2025-03-26,Boleto,não,,
974,648,8574876-96.2020.7.97.4673,46476.20,4,4,"R$ 46.476,20",0.00,16 de setembro de 2022,13/06/26,transferência,não,20,em dia
975,1091,6018860-77.2022.1.94.1315,52073.92,8,7,45564.68,6509.24,18/09/2025,2027-03-06,TED,não,0.13,Em Dia
976,119,8892606-62.2022.2.87.2168,"R$ 52.302,57",10,7,36611.82,"15690,78",2023-08-20,2026-06-08,PIX,N,15%,em dia
977,1463,8183950-10.2021.5.84.9388,18324.93,2,1,"R$ 9.162,47",9162.47,2023-04-10,24 de junho de 2024,pix,sim,15%,Em Dia
978,60,8286828-70.2022.9.31.8012,79746.47,7,1,11392.35,68354.10,18/03/21,29/09/26,PIX,N,15%,quitado
979,115,3505690-87.2020.8.52.6260,11370.95,7,4,6497.68,"R$ 4.873,26",27/07/2025,12 de março de 2026,pix,N,23%,
980,894,6096719-87.2023.1.41.6180,56171.06,7,4,32097.76,24073.32,12 de maio de 2020,17/02/24,pix,nao,29%,quitado
981,470,7626521-25.2020.9.17.3305,59478.79,3,0,0.00,59478.78,09/04/22,2024-01-13,Boleto,nao,20,atrasado
982,652,8097721-13.2023.1.47.8354,64769.56,7,4,37011.16,28241.04,06/03/22,26/09/24,PIX,não,20,em dia
