honorario_id,cliente_id,numero_processo,valor_total_contratado,n_parcelas,parcelas_pagas,valor_pago,valor_em_aberto,data_contrato,data_vencimento,forma_pagamento,honorario_exito,percentual_exito,status_pagamento
1170,763,6414076-16.2021.7.78.8273,22664.18,9,4,10072.96,1259.12,2026-08-02,2025-11-24,PIX,Não,0,Atrasado
1171,1416,1353022-94.2023.9.79.1203,16641.34,10,0,0.0,16641.3,2020-11-21,2027-06-05,Boleto,Não,17,Em Dia
1172,1164,8749473-21.2020.4.12.9144,48988.88,9,0,0.0,49468.27,2021-05-18,2025-04-09,PIX,Sim,27,Atrasado
1173,971,6075721-43.2020.9.85.8738,8439.13,7,7,8439.13,0.0,2025-10-28,2025-04-20,Transferência,Não informado,0,Em Dia
1174,1289,9835331-11.2022.6.15.8602,24093.72,9,7,18739.56,5354.16,2023-09-06,2026-11-20,Boleto,Sim,10,Em Dia
1175,440,8381610-96.2020.6.26.2533,79740.81,9,8,70880.72,886009.01,2021-10-30,2025-09-23,Boleto,Não informado,15,Quitado
1176,93,7141324-67.2025.3.86.3413,52750.38,7,7,52750.39,0.0,2021-06-09,2025-08-13,PIX,Não informado,0,Em Dia
1177,443,9071705-28.2021.9.78.4746,10204.33,3,0,0.0,9764.3,2025-09-15,2024-11-24,Transferência,Não,2000,Não informado
1178,832,8168054-14.2024.6.50.1232,11530.97,5,3,6918.57,4612.38,2025-04-16,2026-01-26,PIX,Não,27,Atrasado
1179,698,6339266-27.2025.5.15.6766,71722.26,4,1,17930.56,53791.7,2023-09-19,2024-05-31,PIX,Não,2000,Atrasado
1180,1117,3724721-44.2021.9.75.5553,71468.22,4,3,53601.18,17867.06,2021-02-12,2027-04-13,Transferência,Não,28,Quitado
1181,599,8168450-48.2020.2.65.4570,19671.91,2,1,9835.95,9835.95,2024-05-29,2026-10-12,PIX,Sim,11,Em Dia
1182,1201,7820540-78.2023.1.75.4823,27209.64,2,2,27209.64,0.0,2025-01-31,2024-10-16,Transferência,Não,0,Não informado
1183,1393,4229107-99.2020.7.61.3978,19729.07,6,4,13152.72,6576.36,2022-08-22,2026-08-21,Transferência,Sim,0,Em Dia
1184,317,1013314-48.2023.4.39.2083,25936.4,2,2,25936.4,0.0,2023-06-16,2026-02-05,Transferência,Não informado,0,Em Dia
1185,1492,6524227-53.2025.1.97.6214,58197.91,5,3,34918.74,23279.170000000006,2020-08-01,2024-03-20,Transferência,Não informado,2000,Não informado
1186,582,6384831-67.2022.5.89.7429,55721.79,1,0,0.0,55721.79,2023-12-30,2025-09-13,PIX,Não,2000,Não informado
1187,1004,9489806-94.2021.2.55.9162,49752.36,4,4,49752.36,0.0,2023-08-27,2027-01-24,Boleto,Sim,28,Atrasado
1188,140,5401874-62.2025.2.46.8337,20228.46,8,2,505712.01,15171.36,2023-04-25,2026-12-05,Boleto,Sim,2000,Não informado
1189,457,9885734-21.2023.9.74.3450,11632.56,4,2,5816.28,5816.28,2022-11-21,2025-07-09,Transferência,Não informado,0,Não informado
1190,510,5826200-20.2025.1.91.8748,61252.49,4,1,15313.12,45939.36,2021-01-31,2024-06-05,Transferência,Sim,2000,Quitado
1191,510,4299848-20.2023.2.47.7396,11860.95,4,0,0.0,11860.96,2026-04-29,2024-08-15,PIX,Não,0,Atrasado
1192,915,3260101-88.2022.8.37.9169,61288.3,6,4,40858.88,20429.420000000006,2023-12-10,2024-04-12,Boleto,Não informado,15,Atrasado
1193,498,2236315-26.2022.5.82.8939,10386.68,11,6,5665.44,4721.2,2020-01-10,2026-03-17,Transferência,Sim,0,Quitado
1194,879,4384627-80.2021.2.13.1061,26252.14,9,3,8750.7,17501.4,2023-01-11,2024-01-28,PIX,Sim,18,Quitado
1195,440,9822459-92.2024.8.17.6403,37753.31,6,6,37753.32,0.0,2020-07-14,2027-05-15,Boleto,Não,24,Quitado
1196,1251,7110796-41.2020.3.80.5362,79048.38,1,0,0.0,79048.38,2022-02-25,2027-09-01,PIX,Não,2000,Não informado
1197,897,2100417-68.2021.7.29.9662,54474.14,11,0,0.0,54474.09,2024-11-22,2026-10-14,Boleto,Sim,30,Não informado
1198,1389,2675642-32.2022.8.65.5499,30203.86,10,7,21142.73,9061.130000000001,2023-05-19,2025-09-13,PIX,Sim,0,Atrasado
1199,1407,4061044-97.2023.7.99.3676,4602.27,10,5,2301.15,2301.15,2023-01-06,2026-02-06,Boleto,Sim,2000,Em Dia
1200,746,4460247-99.2024.9.97.4840,77454.72,3,2,51636.48,25818.24,2025-10-22,2024-11-12,Boleto,Não,23,Quitado
1201,18,7110796-41.2020.3.80.5362,49833.75,6,3,24916.86,24916.86,2023-01-06,2025-08-15,Transferência,Não,0,Em Dia
1202,124,6036037-32.2025.3.53.7515,16354.08,7,0,0.0,16354.1,2024-09-23,2024-03-01,PIX,Não informado,28,Em Dia
1203,701,1098476-20.2021.1.47.3336,21419.68,9,5,11899.8,9071.1,2026-04-28,2026-04-05,PIX,Sim,0,Em Dia
1204,1013,3395583-64.2024.4.41.2181,48806.64,4,1,12201.66,36604.98,2025-05-09,2026-04-26,PIX,Sim,2000,Não informado
1205,123,3260101-88.2022.8.37.9169,15465.87,2,1,7732.94,7732.94,2024-05-06,2027-03-26,Boleto,Não,0,Quitado
1206,663,5826200-20.2025.1.91.8748,59418.25,12,4,19806.08,39612.16,2020-04-13,2025-11-21,Boleto,Não informado,26,Atrasado
1207,1056,7486029-45.2024.4.25.3159,59497.95,11,7,37862.3,21635.6,2023-01-18,2025-08-25,Boleto,Não informado,2000,Atrasado
1208,243,9398629-61.2022.5.88.8253,73628.36,11,4,26773.96,46854.43,2025-01-27,2024-07-12,PIX,Não,0,Quitado
1209,1386,7141324-67.2025.3.86.3413,67353.48,2,0,0.0,67353.48,2022-01-01,2025-04-07,Boleto,Não,28,Quitado
1210,1067,2658962-39.2022.5.95.8856,66158.56,8,2,16539.64,49618.92,2020-02-18,2024-01-31,Transferência,Não,2000,Atrasado
1211,514,4134515-43.2021.8.70.4879,64430.26,12,4,21476.76,42953.52,2024-05-22,2026-08-05,Boleto,Não informado,0,Quitado
1212,945,6686912-30.2025.4.68.7078,21083.71,10,0,0.0,21083.7,2023-02-19,2025-07-28,Boleto,Não,15,Não informado
1213,566,2519059-58.2022.7.86.4385,45585.43,5,4,36468.36,911709.01,2022-11-20,2026-03-03,PIX,Não,28,Em Dia
1214,60,6686912-30.2025.4.68.7078,76277.74,7,3,32690.46,43587.28,2021-07-07,2026-08-10,Transferência,Não informado,2000,Não informado
1215,783,5271615-59.2021.2.54.6844,62038.21,12,4,20679.4,41358.8,2024-11-04,2025-11-19,Transferência,Não,15,Quitado
1216,756,3263740-44.2022.3.81.5402,8290.54,10,4,3316.2,4974.3,2025-08-26,2024-10-28,Transferência,Sim,23,Não informado
1217,149,6003915-30.2025.6.37.7681,11329.71,4,4,11329.72,0.0,2025-10-08,2026-05-25,Transferência,Não,13,Em Dia
1218,1445,9824532-76.2023.6.37.2040,64983.22,8,5,40614.5,24368.7,2024-08-16,2025-03-02,Boleto,Não,28,Em Dia
1219,238,4510407-23.2020.5.18.6055,74153.88,5,2,29661.56,44104.78,2021-06-10,2026-07-30,Transferência,Sim,24,Quitado
1220,1376,6476769-27.2021.5.22.2570,40886.29,9,5,2271.46,18171.68,2024-05-04,2024-03-03,PIX,Não informado,2000,Não informado
1221,564,5217157-98.2020.2.64.4094,72961.44,7,1,10423.06,62538.36,2026-01-24,2027-01-29,Transferência,Sim,23,Não informado
1222,1110,9108785-98.2021.3.78.6687,61149.19,2,2,6114.92,0.0,2025-02-20,2024-12-02,Transferência,Sim,15,Não informado
1223,1126,2869625-86.2025.7.14.5837,27853.81,3,1,9284.6,18569.2,2022-09-06,2025-03-24,Transferência,Não,15,Em Dia
1224,7,5144296-22.2022.4.87.9648,48413.38,5,5,48413.4,0.0,2021-12-19,2027-08-01,PIX,Não,19,Quitado
1225,1433,1742202-63.2023.6.68.9372,18007.68,7,3,7717.59,10290.12,2025-05-01,2025-11-22,PIX,Sim,18,Não informado
1226,1342,3541821-31.2021.8.96.1927,15073.17,7,2,4306.62,10766.55,2023-03-06,2024-06-06,PIX,Sim,27,Em Dia
1227,777,7951127-89.2024.1.63.3502,5858.49,12,12,5858.52,0.0,2026-01-21,2025-01-08,Boleto,Não,0,Quitado
1228,888,5144296-22.2022.4.87.9648,68010.22,10,2,13602.04,54408.16,2020-10-12,2025-08-09,Transferência,Sim,0,Atrasado
1229,529,2895065-46.2022.7.67.1438,42060.34,4,2,21030.16,21030.16,2023-07-22,2024-08-02,Transferência,Sim,25,Em Dia
1230,683,7544569-30.2022.4.91.9370,71629.49,4,2,35814.74,35814.74,2024-02-13,2025-09-23,Transferência,Não,15,Atrasado
1231,913,3306375-34.2024.9.48.9154,6842.99,10,2,1368.6,5474.4,2024-12-24,2027-02-28,Transferência,Sim,27,Atrasado
1232,209,4134515-43.2021.8.70.4879,30968.45,8,2,774212.01,23110.02,2022-01-14,2027-01-16,PIX,Sim,15,Quitado
1233,148,1676369-34.2022.3.47.6087,47217.86,11,11,47217.83,0.0,2022-12-21,2024-03-30,Transferência,Não,18,Quitado
1234,846,2100417-68.2021.7.29.9662,7859.2,11,5,3572.35,4286.82,2025-02-18,2026-12-30,Transferência,Sim,11,Atrasado
1235,1020,3242098-97.2025.4.44.9916,22445.18,1,0,0.0,22445.18,2025-10-04,2025-03-21,PIX,Não,20,Em Dia
1236,1036,1966014-66.2022.7.82.2137,58015.03,12,2,9669.18,48345.9,2022-08-29,2024-04-04,Boleto,Sim,24,Quitado
1237,342,6096719-87.2023.1.41.6180,68452.35,3,1,22817.45,45224.69,2025-10-28,2024-07-05,Boleto,Não,13,Atrasado
1238,757,1093623-59.2025.7.92.5441,68341.63,12,2,11390.28,56951.4,2021-08-26,2024-12-31,PIX,Não,2000,Quitado
1239,564,6034606-21.2023.6.18.6684,67660.19,5,5,67660.2,0.0,2023-03-15,2027-01-14,Boleto,Não,16,Atrasado
1240,547,8572382-61.2025.1.41.7172,8207.2,7,2,2344.92,5862.3,2020-08-14,2026-11-06,Transferência,Sim,2000,Quitado
1241,113,7840442-26.2025.9.53.5093,28805.27,1,0,0.0,28805.27,2025-06-29,2026-04-06,Transferência,Sim,28,Em Dia
1242,503,2129757-49.2025.4.14.5657,41870.66,11,4,15225.68,26644.94,2025-02-11,2027-01-18,Transferência,Sim,0,Em Dia
1243,270,4016576-41.2022.7.10.6952,12327.71,4,4,12327.72,24.15,2023-05-22,2026-08-21,Boleto,Sim,12,Atrasado
1244,241,8572382-61.2025.1.41.7172,19941.75,5,1,3988.35,1595.34,2025-03-29,2026-03-07,PIX,Não,2000,Quitado
1245,321,2658962-39.2022.5.95.8856,73745.75,2,2,73745.76,0.0,2024-03-09,2024-12-22,Transferência,Não,15,Atrasado
1246,333,3376786-12.2020.7.64.5093,48791.64,8,6,36593.7,12345.7,2022-01-01,2026-06-29,Boleto,Sim,2000,Em Dia
1247,1013,8220628-15.2021.8.54.9077,37817.66,11,0,0.0,37817.67,2023-10-12,2025-07-25,Boleto,Sim,0,Não informado
1248,260,3766710-17.2025.4.91.1472,51164.66,5,2,20465.86,30698.79,2022-04-12,2024-12-26,PIX,Sim,0,Não informado
1249,143,1633270-27.2024.2.52.7034,71400.01,2,0,0.0,71400.0,2024-11-24,2024-05-28,Transferência,Sim,2000,Quitado
1250,620,7749444-78.2021.1.20.8763,8290.09,10,5,414505.01,4145.05,2022-01-23,2024-12-14,Boleto,Não,27,Atrasado
1251,1094,5947618-28.2023.6.53.6118,62794.28,6,0,0.0,62794.26,2022-07-22,2026-03-27,PIX,Não,2000,Em Dia
1252,498,8905709-90.2020.9.55.2471,52566.19,6,0,0.0,52566.18,2025-02-12,2027-05-29,PIX,Não,15,Atrasado
1253,928,1878000-50.2025.7.58.1197,20735.08,11,3,565503.01,15080.08,2020-01-11,2026-08-11,Boleto,Não,15,Não informado
1254,502,5661974-14.2020.6.39.3137,9598.83,3,2,6399.22,3199.61,2025-11-14,2026-12-03,Boleto,Não,15,Atrasado
1255,460,4180949-86.2020.3.26.7593,19014.39,12,8,12676.24,633812.01,2022-05-07,2027-06-24,Boleto,Sim,15,Em Dia
1256,696,8827641-36.2022.5.59.8715,52687.52,4,4,52687.52,128.21,2021-09-30,2024-10-02,Transferência,Não,30,Em Dia
1257,458,4065326-72.2025.8.58.5304,33972.32,2,2,33972.32,0.0,2020-12-08,2026-10-21,Transferência,Sim,15,Atrasado
1258,848,7065068-16.2021.7.14.6489,57980.08,7,4,33131.48,24848.61,2023-10-28,2026-12-18,PIX,Não informado,28,Atrasado
1259,412,5074974-98.2023.8.21.9881,58719.05,9,4,26097.36,3262.17,2021-11-20,2024-02-03,Boleto,Não,0,Quitado
1260,1470,1273300-90.2024.2.80.7378,64687.16,1,1,64687.16,0.0,2025-09-04,2024-06-23,PIX,Sim,2000,Atrasado
1261,1108,2328070-99.2024.8.57.5561,14477.81,12,0,0.0,14477.76,2026-04-20,2025-09-19,PIX,Não,0,Quitado
1262,792,2292432-35.2025.5.83.7063,36112.02,11,9,29546.19,6565.82,2020-09-27,2024-12-10,Transferência,Não,15,Em Dia
1263,18,5514997-95.2024.1.84.8098,44264.45,5,0,0.0,44264.45,2025-06-11,2024-12-20,Transferência,Não,2000,Em Dia
1264,1133,4433355-55.2023.8.48.9346,48207.83,9,3,16069.29,32138.54,2025-07-03,2026-06-29,PIX,Não,2000,Quitado
1265,1328,2267110-24.2021.5.78.6025,6478.31,4,2,3239.16,3239.16,2020-07-11,2024-09-08,PIX,Não informado,16,Em Dia
1266,131,2191287-57.2021.1.18.8228,11184.09,1,0,0.0,11184.09,2020-06-07,2024-09-21,Boleto,Não,12,Em Dia
1267,741,4768255-51.2022.4.94.5695,5935.58,6,0,0.0,5935.56,2020-09-06,2026-02-06,Boleto,Não,14,Não informado
1268,22,2632721-15.2024.7.90.9593,75548.77,1,1,75548.77,0.0,2020-08-30,2024-10-13,Boleto,Não,21,Quitado
1269,1043,5786762-52.2021.9.21.3037,47895.72,9,9,47895.75,0.0,2022-05-08,2025-12-23,PIX,Não,11,Em Dia
1270,49,7687351-51.2022.6.73.6768,73752.94,6,5,61460.8,12292.14,2020-11-20,2026-10-25,Boleto,Sim,17,Atrasado
1271,652,3401866-56.2021.1.87.5297,14487.25,8,5,9054.55,5432.73,2023-08-16,2027-02-28,Boleto,Sim,30,Atrasado
1272,1117,3710559-31.2020.9.95.2540,75853.35,5,5,75853.35,0.0,2026-02-02,2025-04-05,Boleto,Não,24,Não informado
1273,1474,2397582-22.2023.9.93.4223,75893.08,12,9,56919.78,18973.26,2024-09-21,2026-10-01,Boleto,Não,0,Em Dia
1274,329,5733649-38.2020.2.35.3379,25524.62,7,6,21878.22,3444.9,2022-06-26,2026-05-11,PIX,Não informado,15,Atrasado
1275,86,2480014-80.2024.2.29.9847,30142.94,3,2,2009.53,10047.65,2023-01-14,2026-10-24,PIX,Não,0,Atrasado
1276,1434,7486138-99.2020.5.81.4332,7592.96,11,5,3451.35,4141.62,2025-12-17,2024-07-27,PIX,Sim,2000,Quitado
1277,985,6267378-50.2021.9.19.9923,54539.62,6,0,0.0,54539.64,2022-06-24,2027-03-31,PIX,Não informado,2000,Em Dia
1278,783,5700249-43.2020.5.57.9341,63903.36,1,1,63903.36,0.0,2021-07-27,2024-02-14,Transferência,Não informado,2000,Quitado
1279,135,2316290-44.2022.7.34.5190,39326.58,6,6,39326.58,0.0,2021-02-25,2025-01-11,PIX,Sim,15,Não informado
1280,1128,4938178-62.2020.7.27.6072,3885.91,1,1,3885.91,0.0,2023-04-02,2025-11-09,Boleto,Sim,2000,Em Dia
1281,997,3724721-44.2021.9.75.5553,42861.58,9,8,38099.2,4762.4,2023-08-02,2024-02-28,Boleto,Não informado,2000,Em Dia
1282,21,6418382-43.2020.8.63.9133,12608.72,3,0,0.0,13078.02,2025-09-08,2025-02-05,Transferência,Sim,2000,Quitado
1283,1050,7633905-83.2022.9.95.2309,6686.59,10,0,0.0,6686.6,2021-06-25,2026-06-04,Transferência,Sim,10,Não informado
1284,673,6779292-61.2021.4.86.2783,64529.76,10,5,32264.9,32264.9,2025-01-21,2026-08-09,Boleto,Sim,0,Quitado
1285,1301,1615190-23.2022.2.42.6238,47145.53,9,6,31430.34,15715.17,2025-09-20,2025-06-01,Transferência,Não,15,Em Dia
1286,122,1676369-34.2022.3.47.6087,39685.49,5,2,15874.2,23696.61,2020-06-05,2025-03-22,Boleto,Não informado,0,Atrasado
1287,804,2480014-80.2024.2.29.9847,22420.24,3,3,22420.23,0.0,2021-08-20,2026-03-08,Transferência,Não,19,Em Dia
1288,991,1757615-27.2025.7.10.3762,56046.44,4,3,42034.83,14011.61,2021-05-29,2025-10-30,Boleto,Sim,2000,Atrasado
1289,195,6425355-10.2021.6.53.2041,7607.45,3,1,2535.82,5413.63,2023-08-26,2027-06-24,Boleto,Não,15,Em Dia
1290,1287,6034606-21.2023.6.18.6684,6146.69,10,7,43026.83,18440.07,2020-10-06,2024-03-20,Transferência,Não,23,Atrasado
1291,492,5432782-56.2021.2.97.6240,54471.23,12,8,36314.16,18157.08,2026-03-13,2024-06-30,Boleto,Não,22,Quitado
1292,356,9076234-78.2023.3.90.2702,69124.08,9,5,38402.25,30998.85,2020-12-20,2025-01-18,Boleto,Não,22,Atrasado
1293,910,8062805-72.2022.1.22.8771,29246.99,4,2,14623.5,14511.86,2026-05-03,2024-05-09,Transferência,Não,2000,Quitado
1294,745,3376786-12.2020.7.64.5093,76374.26,4,4,76374.24,0.0,2021-08-16,2027-05-06,Transferência,Sim,25,Não informado
1295,1275,4452862-76.2021.3.27.3238,8413.45,1,1,8413.45,0.0,2024-09-28,2026-09-08,PIX,Sim,0,Quitado
1296,1094,6547287-16.2023.4.15.7491,28075.81,1,1,28075.81,0.0,2023-04-02,2025-09-29,PIX,Não,12,Não informado
1297,106,4460247-99.2024.9.97.4840,28916.65,11,10,26287.9,2628.79,2025-04-04,2026-07-12,Transferência,Sim,23,Quitado
1298,1431,3585301-47.2021.7.73.3469,8423.14,11,5,382.87,4594.44,2022-08-25,2024-04-15,Transferência,Não,18,Não informado
1299,1347,1676369-34.2022.3.47.6087,7204.25,1,1,7204.25,0.0,2023-12-15,2025-10-15,Transferência,Sim,0,Quitado
1300,819,6865513-17.2021.7.21.3938,28770.53,6,2,9590.18,19180.36,2025-10-01,2026-02-05,Transferência,Não,0,Em Dia
1301,1412,6404948-40.2021.7.68.7161,12556.66,12,8,837112.01,4171.77,2021-06-24,2025-12-13,Transferência,Não,15,Em Dia
1302,185,6836135-90.2022.9.37.5643,53079.76,7,0,0.0,52638.07,2024-05-05,2025-03-01,Transferência,Sim,22,Em Dia
1303,347,6339808-70.2020.2.67.1325,31649.55,1,0,0.0,31649.55,2024-03-23,2024-01-23,Transferência,Não informado,0,Atrasado
1304,1134,4314934-26.2021.7.14.7244,47556.41,12,5,19815.15,27741.21,2020-02-26,2026-02-14,Transferência,Sim,2000,Atrasado
1305,751,8157599-64.2024.2.89.5276,11176.46,11,7,7112.28,4064.16,2024-07-31,2025-04-06,Transferência,Sim,2000,Não informado
1306,992,3260101-88.2022.8.37.9169,34195.76,7,6,29310.66,488511.01,2022-01-21,2026-03-08,PIX,Sim,15,Quitado
1307,200,2316290-44.2022.7.34.5190,74694.25,3,1,24898.08,49796.16,2020-06-12,2024-01-04,Boleto,Sim,2000,Não informado
1308,866,8381610-96.2020.6.26.2533,5464.2,11,7,3477.25,1987.0,2020-10-25,2024-05-25,PIX,Sim,25,Não informado
1309,681,9970343-38.2020.5.18.4483,25332.45,12,3,6333.12,18999.36,2023-06-22,2024-08-07,Transferência,Não informado,19,Em Dia
1310,978,3975387-89.2023.4.55.7631,56593.4,5,2,22637.36,33956.04,2021-04-06,2026-07-31,Transferência,Não informado,26,Atrasado
1311,599,1833330-93.2025.8.61.3405,4589.62,1,1,4589.62,0.0,2021-10-27,2025-08-30,Boleto,Não informado,15,Atrasado
1312,954,6038940-61.2024.4.64.6408,38664.85,2,1,19332.42,19332.42,2023-05-16,2024-07-16,PIX,Sim,20,Atrasado
1313,685,7323234-16.2020.9.59.5035,76411.68,4,3,573087599999999.9,19102.92,2022-02-22,2025-08-06,Boleto,Não informado,15,Em Dia
1314,560,1093623-59.2025.7.92.5441,37558.77,11,10,34144.3,3360.96,2022-09-15,2026-01-05,Boleto,Não,0,Não informado
1315,375,7486138-99.2020.5.81.4332,50423.48,4,3,37817.61,12605.87,2020-03-17,2026-04-26,PIX,Sim,0,Atrasado
1316,803,6425355-10.2021.6.53.2041,41227.96,9,0,0.0,41227.96,2020-03-29,2026-03-06,PIX,Não informado,2000,Quitado
1317,1227,1273300-90.2024.2.80.7378,6985.77,1,0,0.0,6834.53,2021-02-03,2024-12-12,Transferência,Não,16,Atrasado
1318,577,3675188-38.2025.9.53.3305,29284.32,10,0,0.0,29284.3,2021-11-16,2025-09-28,Transferência,Não informado,21,Em Dia
1319,395,5850223-43.2020.3.81.3185,44205.01,7,3,18945.0,24813.71,2021-07-08,2026-06-10,Transferência,Não informado,14,Em Dia
1320,1133,1557680-16.2021.4.16.4031,32325.9,4,0,0.0,32325.92,2020-07-15,2024-05-14,Transferência,Não,2000,Atrasado
1321,110,5826200-20.2025.1.91.8748,73092.24,12,4,24364.08,48728.16,2021-12-31,2025-07-02,PIX,Não,15,Atrasado
1322,857,7916680-90.2022.1.67.1785,27295.15,2,0,0.0,27295.16,2025-03-27,2026-06-18,PIX,Sim,15,Atrasado
1323,119,4681694-71.2021.9.28.7350,50047.25,7,1,7149.61,42897.66,2021-03-01,2026-07-09,Transferência,Não informado,15,Atrasado
1324,1216,5159882-37.2022.9.71.7550,66675.69,2,1,33337.85,33337.85,2025-09-10,2024-04-04,Transferência,Sim,2000,Atrasado
1325,423,4601686-30.2021.5.52.7745,16315.91,10,9,14684.31,1631.59,2023-02-08,2027-06-23,Boleto,Sim,2000,Não informado
1326,187,8220628-15.2021.8.54.9077,79047.29,8,7,69166.37,9880.91,2021-04-29,2024-04-29,Transferência,Não,28,Não informado
1327,1399,2909764-51.2025.7.78.2223,66388.88,8,8,66388.88,0.0,2024-09-19,2024-07-20,PIX,Não,28,Não informado
1328,1187,1272937-41.2023.5.75.9958,58030.51,7,4,33160.28,24870.21,2021-07-30,2025-11-03,PIX,Não,15,Quitado
1329,59,7724543-49.2023.9.44.7412,30689.55,12,7,17902.22,12787.3,2021-10-18,2025-11-06,Transferência,Sim,15,Não informado
1330,486,7948577-74.2025.1.60.7583,42890.7,8,7,37529.38,5361.34,2022-10-11,2024-01-14,PIX,Sim,0,Não informado
1331,607,5112941-62.2021.1.89.5887,48197.64,2,2,48197.64,0.0,2021-10-23,2025-05-01,Transferência,Sim,0,Atrasado
1332,357,9885734-21.2023.9.74.3450,76515.77,6,4,51010.52,25505.26,2025-05-05,2027-11-06,PIX,Não,15,Atrasado
1333,562,1116024-57.2025.8.16.4043,15388.38,11,10,13989.4,1398.94,2023-08-02,2024-11-22,PIX,Sim,15,Quitado
1334,308,1664676-19.2021.8.64.4616,51386.6,4,3,38539.95,13257.93,2022-10-19,2026-08-14,PIX,Não,15,Quitado
1335,1255,7687351-51.2022.6.73.6768,44762.51,11,4,16277.28,28485.24,2025-06-16,2026-07-01,PIX,Sim,2000,Em Dia
1336,577,6992158-64.2024.5.43.7750,24880.41,1,1,24880.41,0.0,2021-11-29,2024-11-05,PIX,Não informado,0,Em Dia
1337,859,4510407-23.2020.5.18.6055,42941.22,6,2,14313.74,28627.48,2020-07-20,2026-02-02,PIX,Sim,2000,Quitado
1338,56,7789809-22.2020.1.73.9031,4474.46,2,2,4474.46,0.0,2020-06-13,2026-06-03,PIX,Sim,2000,Em Dia
1339,837,4952151-27.2023.3.38.8762,14343.56,12,11,13148.3,1195.3,2022-01-23,2026-05-28,Transferência,Sim,2000,Em Dia
1340,683,2100417-68.2021.7.29.9662,13289.7,5,2,5315.88,7973.82,2022-08-20,2026-05-18,Boleto,Sim,2000,Atrasado
1341,983,8157599-64.2024.2.89.5276,29442.14,5,0,0.0,29442.15,2021-12-11,2025-10-18,Boleto,Não,0,Atrasado
1342,1371,7941836-76.2025.4.34.6543,21690.91,12,6,10845.48,10890.51,2022-07-14,2025-03-26,PIX,Não,0,Atrasado
1343,769,3675188-38.2025.9.53.3305,22359.98,12,10,18633.3,3726.66,2025-01-04,2026-11-03,Boleto,Sim,15,Atrasado
1344,794,4064382-39.2022.4.13.8937,49022.0,9,7,38128.23,10893.769999999997,2021-03-29,2026-10-24,Transferência,Sim,2000,Em Dia
1345,1320,2267110-24.2021.5.78.6025,44716.86,8,7,39127.27,5589.61,2021-07-28,2024-08-10,Transferência,Não,21,Quitado
1346,550,4938178-62.2020.7.27.6072,18719.18,10,2,3743.84,14975.36,2025-04-21,2025-02-05,PIX,Não,17,Em Dia
1347,1455,5733649-38.2020.2.35.3379,56419.63,9,9,56419.65,0.0,2022-08-04,2026-10-01,PIX,Não,0,Quitado
1348,854,7486029-45.2024.4.25.3159,11003.88,4,1,2750.97,8252.91,2023-04-20,2024-07-26,Boleto,Não,23,Quitado
1349,199,8892606-62.2022.2.87.2168,37923.36,1,1,37923.36,0.0,2020-09-04,2025-03-22,Transferência,Sim,2000,Atrasado
1350,148,1714231-74.2025.9.71.1697,10048.07,2,2,10048.06,443.32,2022-01-30,2025-11-14,Boleto,Não informado,15,Quitado
1351,1481,9498791-62.2022.6.73.9564,50411.14,6,3,25205.58,25695.06,2022-02-12,2026-08-17,Transferência,Não informado,2000,Em Dia
1352,772,2016341-89.2023.7.48.2724,9774.78,6,1,1629.13,8145.65,2023-03-07,2026-04-23,Boleto,Não,2000,Atrasado
1353,1329,8125196-18.2023.1.53.1215,26780.11,5,1,535602.01,21424.08,2024-02-14,2025-05-22,Transferência,Sim,0,Atrasado
1354,1369,4493339-70.2021.7.17.8725,3548.85,1,1,3548.85,0.0,2025-06-11,2026-11-30,PIX,Não,27,Quitado
1355,1352,2575202-50.2023.1.54.9627,5665.66,9,8,5036.16,629.52,2024-06-19,2024-06-14,Transferência,Não,0,Atrasado
1356,729,4874996-38.2022.9.94.8154,11328.76,8,7,9912.7,1416.1,2023-08-24,2025-02-03,Transferência,Não,22,Não informado
1357,1498,9636371-69.2025.8.67.4068,66314.76,6,3,33157.38,33157.38,2021-09-15,2025-03-27,PIX,Sim,28,Atrasado
1358,616,2110878-87.2023.8.83.8978,69673.18,11,11,69673.23,0.0,2023-07-05,2026-02-17,Boleto,Sim,2000,Quitado
1359,689,8655267-17.2025.3.63.4188,54130.82,2,0,0.0,54130.82,2020-12-13,2024-01-23,Boleto,Não,0,Não informado
1360,25,6416661-36.2021.8.21.8496,11190.43,6,2,3730.14,7460.28,2024-01-28,2026-01-12,Transferência,Não,0,Quitado
1361,939,3710559-31.2020.9.95.2540,51116.38,4,3,38337.27,12779.09,2020-02-23,2024-02-20,PIX,Sim,0,Atrasado
1362,51,3588109-63.2023.1.26.4223,49722.73,7,6,42619.5,6699.3,2025-03-17,2025-10-31,PIX,Sim,0,Quitado
1363,606,1869144-23.2023.5.84.3325,50399.75,3,3,50399.76,0.0,2024-07-18,2024-06-21,Boleto,Sim,0,Não informado
1364,1358,4084503-92.2025.8.90.5515,39385.73,5,3,23631.45,15754.3,2020-10-17,2026-03-13,PIX,Sim,2000,Em Dia
1365,1343,3821719-15.2025.2.86.2518,71914.73,6,0,0.0,71914.74,2020-03-11,2026-03-18,Boleto,Sim,0,Atrasado
1366,1168,6404948-40.2021.7.68.7161,62490.68,6,3,31245.33,31245.33,2021-08-05,2024-02-27,Transferência,Sim,15,Atrasado
